Player,Position,Age,Cap_Hit,Cap_Hit_Percentage,Dead_Cap,Base_Salary,Signing_Bonus,Per_Game_Bonus,Roster_Bonus,Option_Bonus,Workout_Bonus,Restructure_Proration,Incentives,Cap_Type,Year
Laron Byrd,WR,,"$52,800",0.04%,,,,,,,,,,table_dead,2015
Anthony Johnson,DE,,"$52,800",0.04%,,,,,,,,,,table_dead,2015
Ted Bolser,TE,,"$51,675",0.04%,,,,,,,,,,table_dead,2015
Terrance Plummer,ILB,,"$51,176",0.04%,,,,,,,,,,table_dead,2015
Bacarri Rambo,SS,,"$50,836",0.04%,,,,,,,,,,table_dead,2015
Adam Gettis,G,,"$50,493",0.04%,,,,,,,,,,table_dead,2015
Houston Bates,OLB,,"$46,200",0.03%,,,,,,,,,,table_dead,2015
Zach Hocker,K,,"$45,186",0.03%,,,,,,,,,,table_dead,2015
Derrick Mathews,ILB,,"$39,600",0.03%,,,,,,,,,,table_dead,2015
Lynden Trail,OLB,,"$39,600",0.03%,,,,,,,,,,table_dead,2015
Frank Kearse,DE,,"$38,823",0.03%,,,,,,,,,,table_dead,2015
Frank Kearse,DE,,"$38,823",0.03%,,,,,,,,,,table_dead,2015
Tevin Mitchel,CB,,"$33,291",0.02%,,,,,,,,,,table_dead,2015
Evan Spencer,WR,,"$31,644",0.02%,,,,,,,,,,table_dead,2015
Mack Brown,RB,,"$26,400",0.02%,,,,,,,,,,table_dead,2015
Mack Brown,RB,,"$26,400",0.02%,,,,,,,,,,table_dead,2015
Jeremy Harris,CB,,"$26,400",0.02%,,,,,,,,,,table_dead,2015
Nico Johnson,ILB,,"$26,400",0.02%,,,,,,,,,,table_dead,2015
Christine Michael,RB,,"$26,400",0.02%,,,,,,,,,,table_dead,2015
Houston Bates,OLB,,"$25,588",0.02%,,,,,,,,,,table_dead,2015
Ryan Delaire,DE,,"$19,800",0.01%,,,,,,,,,,table_dead,2015
Quinton Dunbar,CB,,"$19,800",0.01%,,,,,,,,,,table_dead,2015
Deshazor Everett,SS,,"$19,800",0.01%,,,,,,,,,,table_dead,2015
Carlos Fields,OLB,,"$19,800",0.01%,,,,,,,,,,table_dead,2015
Trey Williams,RB,,"$19,800",0.01%,,,,,,,,,,table_dead,2015
Trey Williams,RB,,"$19,800",0.01%,,,,,,,,,,table_dead,2015
Austin Reiter,C,,"$18,731",0.01%,,,,,,,,,,table_dead,2015
Richard Crawford,CB,,"$15,933",0.01%,,,,,,,,,,table_dead,2015
Colin Lockett,TE,,"$13,200",0.01%,,,,,,,,,,table_dead,2015
Corey Washington,WR,,"$13,200",0.01%,,,,,,,,,,table_dead,2015
Takoby Cofield,T,,"$8,333",0.01%,,,,,,,,,,table_dead,2015
Robert Thomas,DT,,"$8,000",0.01%,,,,,,,,,,table_dead,2015
Connor Halliday,QB,,"$7,500",0.01%,,,,,,,,,,table_dead,2015
Ray Agnew,FB,,"$6,600",0.00%,,,,,,,,,,table_dead,2015
Ray Hamilton,TE,,"$6,600",0.00%,,,,,,,,,,table_dead,2015
Sage Harold,DE,,"$6,600",0.00%,,,,,,,,,,table_dead,2015
Kamal Johnson,DT,,"$6,600",0.00%,,,,,,,,,,table_dead,2015
Colin Lockett,TE,,"$6,600",0.00%,,,,,,,,,,table_dead,2015
Terrance Plummer,ILB,,"$6,600",0.00%,,,,,,,,,,table_dead,2015
Lynden Trail,OLB,,"$6,600",0.00%,,,,,,,,,,table_dead,2015
Bryan Shepherd,CB,,"$5,334",0.00%,,,,,,,,,,table_dead,2015
Cody Hoffman,WR,,"$5,000",0.00%,,,,,,,,,,table_dead,2015
Rashad Lawrence,WR,,"$2,667",0.00%,,,,,,,,,,table_dead,2015
