Player,Position,Age,Cap_Hit,Cap_Hit_Percentage,Dead_Cap,Base_Salary,Signing_Bonus,Per_Game_Bonus,Roster_Bonus,Option_Bonus,Workout_Bonus,Restructure_Proration,Incentives,Cap_Type,Year
Jordan Wilkins,RB,,"$60,000",0.03%,,,,,,,,,,table_dead,2023
James Proche,WR,,"$56,111",0.03%,,,,,,,,,,table_dead,2023
Phillip Walker,QB,,"$56,111",0.03%,,,,,,,,,,table_dead,2023
Jaelon Darden,WR,,"$52,222",0.02%,,,,,,,,,,table_dead,2023
Zaire Mitchell-Paden,TE,,"$48,334",0.02%,,,,,,,,,,table_dead,2023
Trysten Hill,DT,,"$48,300",0.02%,,,,,,,,,,table_dead,2023
John Kelly,RB,,"$48,000",0.02%,,,,,,,,,,table_dead,2023
Drew Forbes,G,,"$42,334",0.02%,,,,,,,,,,table_dead,2023
Austin Watkins,WR,,"$41,667",0.02%,,,,,,,,,,table_dead,2023
Demetric Felton,WR,,"$40,285",0.02%,,,,,,,,,,table_dead,2023
Joey Fisher,T,,"$36,000",0.02%,,,,,,,,,,table_dead,2023
Hassan Hall,RB,,"$36,000",0.02%,,,,,,,,,,table_dead,2023
Phillip Walker,QB,,"$32,200",0.01%,,,,,,,,,,table_dead,2023
Isaiah Thomas,DE,,"$28,901",0.01%,,,,,,,,,,table_dead,2023
Trinity Benson,WR,,"$24,000",0.01%,,,,,,,,,,table_dead,2023
Michael Dunn,T,,"$20,600",0.01%,,,,,,,,,,table_dead,2023
Isaiah Weston,WR,,"$16,667",0.01%,,,,,,,,,,table_dead,2023
Geron Christian,T,,"$16,100",0.01%,,,,,,,,,,table_dead,2023
Matt Haack,P,,"$16,100",0.01%,,,,,,,,,,table_dead,2023
James Proche,WR,,"$16,100",0.01%,,,,,,,,,,table_dead,2023
Jordan Wilkins,RB,,"$16,100",0.01%,,,,,,,,,,table_dead,2023
Brock Hoffman,C,,"$13,334",0.01%,,,,,,,,,,table_dead,2023
Thomas Greaney,TE,,"$13,333",0.01%,,,,,,,,,,table_dead,2023
Lorenzo Burns,CB,,"$12,000",0.01%,,,,,,,,,,table_dead,2023
Nate McCrary,RB,,"$12,000",0.01%,,,,,,,,,,table_dead,2023
Shaun Jolly,CB,,"$10,000",0.00%,,,,,,,,,,table_dead,2023
Glen Logan,DT,,"$10,000",0.00%,,,,,,,,,,table_dead,2023
Roderick Perry,DT,,"$10,000",0.00%,,,,,,,,,,table_dead,2023
Ben Petrula,T,,"$10,000",0.00%,,,,,,,,,,table_dead,2023
Travel Harris,WR,,"$6,667",0.00%,,,,,,,,,,table_dead,2023
Caleb Biggers,CB,,"$6,666",0.00%,,,,,,,,,,table_dead,2023
"Mike Harley, Jr.",WR,,"$3,334",0.00%,,,,,,,,,,table_dead,2023
Silas Kelly,LB,,"$3,334",0.00%,,,,,,,,,,table_dead,2023
Vincent Gray,CB,,-,-,,,,,,,,,,table_dead,2023
Myles Garrett,DE,29,"$20,168,895",7.90%,"($56,385,475)","$1,210,000","$4,200,000",-,-,"$14,758,895",-,-,-,table_active,2024
Joel Bitonio,G,33,"$12,140,985",4.75%,"($28,358,000)","$1,210,000","$2,100,000",-,"$3,000,000","$3,858,000","$5,985","$1,967,000",-,table_active,2024
Denzel Ward,CB,27,"$12,138,918",4.75%,"($54,494,000)","$1,125,000","$4,000,000","$494,118",-,"$3,680,000",-,"$2,839,800",-,table_active,2024
Wyatt Teller,G,30,"$11,616,915",4.55%,"($28,288,600)","$1,500,000","$1,126,300","$1,000,000","$2,000,000","$3,700,000","$6,615","$2,284,000",-,table_active,2024
Jack Conklin,RT,30,"$10,560,406",4.13%,"($29,688,000)","$4,500,000","$2,134,583","$58,823",-,"$3,867,000",-,-,-,table_active,2024
Dalvin Tomlinson,DT,30,"$6,502,000",2.55%,"($23,403,000)","$1,210,000","$3,017,000","$250,000",-,"$2,025,000",-,-,-,table_active,2024
Jerry Jeudy,WR,25,"$4,700,000",1.84%,"($41,000,000)","$1,125,000","$1,202,600",-,-,-,-,"$2,372,400",-,table_active,2024
Ogbonnia Okoronkwo,DE,29,"$4,030,000",1.58%,"($10,310,000)","$1,660,000","$1,100,000","$420,000",-,"$850,000",-,-,-,table_active,2024
Juan Thornhill,FS,29,"$3,784,000",1.48%,"($16,236,000)","$1,500,000","$1,184,000",-,-,"$1,100,000",-,-,-,table_active,2024
Ethan Pocic,C,29,"$3,764,000",1.47%,"($7,936,000)","$1,660,000","$984,000","$320,000",-,"$800,000",-,-,-,table_active,2024
Grant Delpit,SS,26,"$3,676,000",1.44%,"($21,270,000)","$1,055,000","$1,200,000","$585,000",-,"$836,000",-,-,-,table_active,2024
Elijah Moore,WR,24,"$3,116,000",1.22%,-,"$3,116,000",-,-,-,-,-,-,-,table_active,2024
Dustin Hopkins,K,34,"$2,602,500",1.02%,"($8,362,500)","$1,210,000","$717,500","$675,000",-,-,-,-,-,table_active,2024
Jordan Akins,TE,32,"$2,315,000",0.91%,"($565,000)","$1,490,000","$315,000","$255,000","$255,000",-,-,-,-,table_active,2024
Jordan Hicks,ILB,33,"$1,868,000",0.73%,"($4,500,000)","$1,210,000","$658,000",-,-,-,-,-,-,table_active,2024
Jameis Winston,QB,30,"$1,768,000",0.69%,"($4,000,000)","$1,210,000","$558,000",-,-,-,-,-,-,table_active,2024
Corey Bojorquez,P,28,"$1,562,500",0.61%,"($2,750,000)","$1,125,000","$437,500",-,-,-,-,-,-,table_active,2024
Devin Bush,OLB,26,"$1,500,000",0.59%,"($500,000)","$1,125,000","$375,000",-,-,-,-,-,-,table_active,2024
Martin Emerson,CB,24,"$1,492,170",0.58%,"($579,560)","$1,152,390","$289,780",-,-,-,"$50,000",-,-,table_active,2024
Michael Hall,DT,21,"$1,285,423",0.50%,"($4,379,410)","$795,000","$490,423",-,-,-,-,-,-,table_active,2024
Rodney McLeod,S,34,"$1,152,500",0.45%,"($767,500)","$1,210,000","$167,500",-,-,-,-,-,-,table_active,2024
Michael Dunn,G,30,"$1,152,500",0.45%,"($1,152,500)","$1,125,000","$167,500",-,-,-,-,-,-,table_active,2024
D'Onta Foreman,RB,28,"$1,125,000",0.44%,-,"$1,125,000",-,-,-,-,-,-,-,table_active,2024
Isaiah McGuire,DE,23,"$1,092,983",0.43%,"($533,949)","$915,000","$177,983",-,-,-,-,-,-,table_active,2024
Michael Ford,CB,29,"$1,062,500",0.42%,-,"$1,125,000",-,-,-,-,-,-,-,table_active,2024
Zak Zinter,G,23,"$1,042,680",0.41%,"($990,720)","$795,000","$247,680",-,-,-,-,-,-,table_active,2024
Dorian Thompson-Robinson,QB,25,"$1,000,568",0.39%,"($256,704)","$915,000","$85,568",-,-,-,-,-,-,table_active,2024
Cameron Mitchell,CB,23,"$999,308",0.39%,"($252,924)","$915,000","$84,308",-,-,-,-,-,-,table_active,2024
D’Anthony Bell,S,28,"$987,500",0.39%,"($2,500)","$985,000","$2,500",-,-,-,-,-,-,table_active,2024
Khaleke Hudson,ILB,27,"$930,278",0.36%,-,"$1,125,000",-,-,-,-,-,-,-,table_active,2024
