Player,Age,Team,Position,Games_Played,Games_Started,Interceptions,Times_Targeted,Completions_When_Targeted,Completion_Percentage,Yards_Allowed,Yards_Per_Reception,Yards_Per_Target,Recieving_TD_Allowed,Passing_Rating_Allowed,Average_Depth_Of_Target,Total_Air_Yards,Total_YAC,Times_Blitzed,QB_Hurries,QB_Hits,Passes_Batted,Sacks,Pressures,Combined_Tackles,Missed_Tackles,Missed_Tackle_Percentage,Awards,season
Vernon Hargreaves III,26,2TM,DB,12,6,1,32,25,78.1,393,15.7,12.3,1,115.2,10.8,267,126,1,0,0,0,0.0,0,32,6,15.8,,2021
Vernon Hargreaves III,26,HOU,DB,8,5,1,27,21,77.8,360,17.1,13.3,1,115.7,12.6,273,87,1,0,0,0,0.0,0,27,3,10.0,,2021
Vernon Hargreaves III,26,CIN,DB,4,1,0,5,4,80.0,33,8.3,6.6,0,94.2,0.8,-6,39,0,0,0,0,0.0,0,5,3,37.5,,2021
Denico Autry,31,TEN,LDE,17,11,0,5,3,60.0,32,10.7,6.4,0,78.7,-1.8,-6,38,0,14,8,4,9.0,32,31,6,16.2,,2021
Austin Bryant,25,DET,LOLB,14,5,0,1,1,100.0,1,1.0,1.0,1,118.7,-3.0,-3,4,24,4,1,0,4.5,10,31,10,24.4,,2021
K'Lavon Chaisson,22,JAX,ROLB,15,8,0,13,9,69.2,73,8.1,5.6,1,108.8,5.3,36,37,25,4,3,0,1.0,8,31,7,18.4,,2021
Dre'Mont Jones,24,DEN,LDE,16,7,0,1,1,100.0,4,4.0,4.0,0,83.3,-3.0,-3,7,0,9,6,1,5.5,21,31,1,3.1,,2021
Tyler Lancaster,27,GNB,DT,16,3,0,0,0,,0,,,0,,,0,0,0,1,0,0,0.0,1,31,0,0.0,,2021
Roy Lopez,24,HOU,RDT,16,15,0,1,1,100.0,3,3.0,3.0,0,79.2,-5.0,-5,8,0,1,1,0,1.0,3,31,7,18.4,,2021
Kenneth Murray,23,LAC,LILB/RILB,11,6,0,12,11,91.7,100,9.1,8.3,1,129.2,6.1,21,79,21,0,0,0,0.0,0,31,4,11.4,,2021
Del'Shawn Phillips,25,NYJ,LB,17,1,0,9,9,100.0,104,11.6,11.6,1,151.9,1.9,17,87,4,1,0,0,1.0,2,31,3,8.8,,2021
Jason Pierre-Paul,32,TAM,LOLB,12,12,0,13,13,100.0,108,8.3,8.3,1,126.9,2.0,26,82,47,9,2,3,2.5,14,31,5,13.9,,2021
Danny Shelton,28,NYG,NT,13,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0.5,1,31,2,6.1,,2021
E.J. Speed,26,IND,LB,17,1,0,12,9,75.0,84,9.3,7.0,0,93.7,2.1,15,69,11,0,0,0,0.0,0,31,1,3.1,,2021
Chandon Sullivan,25,GNB,DB,17,10,3,67,44,65.7,560,12.7,8.4,4,92.9,8.9,239,321,3,0,0,0,0.0,0,31,6,16.2,,2021
DeMarcus Walker,27,HOU,DE,13,2,0,2,2,100.0,14,7.0,7.0,0,95.8,-3.5,-7,21,0,6,6,1,2.0,14,31,4,11.4,,2021
Rock Ya-Sin,25,IND,LCB,13,8,0,45,24,53.3,217,9.0,4.8,3,88.8,10.6,181,36,0,0,0,0,0.0,0,31,3,8.8,,2021
Joe Bachie,23,CIN,LB,9,2,0,10,8,80.0,53,6.6,5.3,0,88.7,5.4,30,23,1,0,0,0,0.0,0,30,0,0.0,,2021
Zack Baun,25,NOR,LB,17,4,0,14,11,78.6,121,11.0,8.6,0,102.7,3.7,32,89,8,1,1,0,0.0,2,30,2,6.3,,2021
Tyeler Davison,29,ATL,NT,12,11,0,0,0,,0,,,0,,,0,0,0,2,0,0,0.0,2,30,0,0.0,,2021
Dontae Johnson,30,SFO,DB,16,3,0,28,21,75.0,234,11.1,8.4,1,111.3,7.9,148,86,6,3,0,0,0.0,3,30,5,14.3,,2021
James Lynch,22,MIN,DT,13,1,0,0,0,,0,,,0,,,0,0,0,2,0,0,1.0,3,30,4,11.8,,2021
Benson Mayowa,30,SEA,RILB,15,7,0,11,8,72.7,64,8.0,5.8,1,117.2,-1.0,-9,73,27,4,1,0,1.0,6,30,4,11.8,,2021
Shaquille Quarterman,24,JAX,LB,17,0,0,7,4,57.1,31,7.8,4.4,0,68.2,5.9,19,12,3,1,0,0,0.0,1,30,2,6.3,,2021
Bravvion Roy,25,CAR,DT,17,2,0,0,0,,0,,,0,,,0,0,0,1,2,1,0.0,3,30,2,6.3,,2021
James Smith-Williams,24,WAS,RDE,14,6,0,2,2,100.0,9,4.5,4.5,0,85.4,0.0,0,9,1,1,1,1,2.5,6,30,0,0.0,,2021
Milton Williams,22,PHI,DT,17,2,0,1,1,100.0,6,6.0,6.0,0,91.7,-4.0,-4,10,0,5,4,2,2.0,11,30,2,6.3,,2021
Jamie Collins,32,2TM,LB,12,4,1,11,10,90.9,99,9.9,9.0,1,96.6,4.7,47,52,12,1,2,0,1.0,4,30,1,3.2,,2021
Jamie Collins,32,DET,LB,2,2,0,4,4,100.0,62,15.5,15.5,1,158.3,7.8,31,31,2,0,1,0,0.0,1,10,1,9.1,,2021
Jamie Collins,32,NWE,LB,10,2,1,7,6,85.7,37,6.2,5.3,0,49.1,3.0,16,21,10,1,1,0,1.0,3,20,0,0.0,,2021
Mario Addison,34,BUF,DE,17,0,0,1,1,100.0,6,6.0,6.0,0,91.7,1.0,1,5,0,17,1,0,7.0,25,29,3,9.4,,2021
Bryce Callahan,30,DEN,DB,11,6,0,37,21,56.8,296,14.1,8.0,1,91.7,11.3,190,106,5,1,0,0,1.0,2,29,6,17.1,,2021
Chris Claybrooks,24,JAX,CB,16,2,0,24,19,79.2,266,14.0,11.1,0,112.8,10.9,187,79,2,0,0,0,0.0,0,29,3,9.4,,2021
Maliek Collins,26,HOU,LDT,15,15,1,1,1,100.0,-3,-3.0,-3.0,0,39.6,-5.0,-5,2,0,5,5,0,2.5,13,29,3,9.4,,2021
Donte Deayon,27,LAR,DB,10,1,0,45,27,60.0,391,14.5,8.7,1,95.7,11.3,212,179,3,1,0,0,0.0,1,29,4,12.1,,2021
Demetrius Flannigan-Fowles,25,SFO,DB,17,2,0,11,10,90.9,84,8.4,7.6,0,98.5,1.4,14,70,6,0,0,0,0.0,0,29,2,6.5,,2021
Darnay Holmes,23,NYG,CB,11,4,1,33,22,66.7,213,9.7,6.5,0,71.9,7.7,65,148,11,1,1,1,0.0,2,29,2,6.5,,2021
Naquan Jones,23,TEN,NT,13,5,0,1,1,100.0,5,5.0,5.0,0,87.5,-3.0,-3,8,0,2,0,1,2.5,5,29,2,6.5,,2021
Kevin King,26,GNB,RCB,10,6,1,28,20,71.4,258,12.9,9.2,2,108.9,11.5,183,75,1,0,1,0,0.0,1,29,1,3.3,,2021
Nevin Lawson,30,JAX,DB,12,4,1,29,18,62.1,170,9.4,5.9,4,103.4,6.2,110,60,6,1,0,0,0.0,1,29,2,6.5,,2021
Benardrick McKinney,29,NYG,LB,11,3,0,9,6,66.7,46,7.7,5.1,0,78.9,3.7,27,19,5,0,0,0,0.0,0,29,2,6.5,,2021
Jabrill Peppers,26,NYG,DB,6,5,0,23,20,87.0,226,11.3,9.8,1,122.1,6.5,129,97,18,1,3,0,1.0,5,29,3,9.4,,2021
Jeremy Reaves,25,WAS,DB,5,2,0,16,12,75.0,199,16.6,12.4,1,137.2,13.3,179,20,2,0,0,0,0.0,0,29,0,0.0,,2021
Joe Tryon-Shoyinka,22,TAM,LB,17,6,0,5,4,80.0,53,13.3,10.6,0,110.8,-0.2,-1,54,51,17,6,3,4.0,27,29,6,17.1,,2021
Tershawn Wharton,23,KAN,DE,17,1,1,1,1,100.0,-2,-2.0,-2.0,0,39.6,-4.0,-4,2,1,5,0,0,2.0,8,29,3,9.4,,2021
Donovan Wilson,26,DAL,DB,9,3,0,14,6,42.9,65,10.8,4.6,0,57.1,8.1,39,26,9,0,1,0,0.0,1,29,3,9.4,,2021
Ronald Blair,28,NYJ,DE,8,3,0,4,3,75.0,19,6.3,4.8,0,84.4,-2.5,-7,26,2,3,3,0,1.0,7,28,1,3.4,,2021
A.J. Bouye,30,CAR,RCB,10,7,0,43,31,72.1,298,9.6,6.9,0,91.0,7.2,126,172,7,0,0,0,0.0,0,28,4,12.5,,2021
Camryn Bynum,23,MIN,DB,14,3,1,8,4,50.0,31,7.8,3.9,0,20.3,6.0,-2,33,6,0,0,0,1.0,1,28,1,3.4,,2021
Raekwon Davis,24,MIA,LDT,14,14,0,0,0,,0,,,0,,,0,0,0,1,0,0,0.5,2,28,4,12.5,,2021
Akeem Davis-Gaither,24,CIN,LB,9,0,0,20,14,70.0,94,6.7,4.7,1,96.7,4.8,33,61,10,0,0,0,0.0,0,28,5,15.2,,2021
Pierre Desir,31,TAM,DB,12,2,2,33,24,72.7,292,12.2,8.8,1,84.4,11.5,202,90,0,0,0,0,0.0,0,28,4,12.5,,2021
Yetur Gross-Matos,23,CAR,DE,14,2,0,0,0,,0,,,0,,,0,0,0,3,0,1,3.5,7,28,0,0.0,,2021
David Mayo,28,WAS,LB,16,4,0,8,8,100.0,83,10.4,10.4,1,149.5,4.8,44,39,2,0,1,0,0.0,1,28,6,17.6,,2021
Yannick Ngakoue,26,LVR,LDE,17,17,0,0,0,,0,,,0,,,0,0,0,14,12,2,10.0,36,28,4,12.5,,2021
Nathan Shepherd,28,NYJ,DT,17,1,0,3,3,100.0,15,5.0,5.0,0,87.5,2.0,6,9,0,4,8,0,0.0,12,28,3,9.7,,2021
Caden Sterns,22,DEN,DB,15,2,2,22,17,77.3,246,14.5,11.2,1,90.3,6.3,96,150,5,0,0,0,2.0,2,28,3,9.7,,2021
Josh Woods,25,DET,LB,12,1,0,8,7,87.5,67,9.6,8.4,0,101.6,5.8,42,25,3,0,2,0,0.0,2,28,2,6.7,,2021
Justin Coleman,28,MIA,DB,16,4,2,38,24,63.2,279,11.6,7.3,0,63.4,8.8,127,152,5,2,0,0,0.0,2,27,5,15.6,,2021
Michael Dogbe,25,ARI,DE,16,1,0,1,0,0.0,0,,0.0,0,39.6,4.0,0,0,0,1,1,0,1.0,3,27,2,6.9,,2021
Adam Gotsis,29,JAX,DE,16,4,0,0,0,,0,,,0,,,0,0,0,4,4,0,3.0,11,27,7,20.6,,2021
Darren Hall,21,ATL,DB,14,1,0,35,27,77.1,250,9.3,7.1,2,115.2,7.1,158,92,11,0,0,0,1.0,1,27,1,3.6,,2021
Chris Jones,27,KAN,RDT/LDE,14,14,0,1,1,100.0,6,6.0,6.0,0,91.7,-5.0,-5,11,0,16,8,4,9.0,34,27,4,12.9,"PB,AP-2",2021
Julian Okwara,24,DET,LB,13,1,1,9,4,44.4,48,12.0,5.3,0,21.8,6.7,3,45,4,5,4,0,5.0,14,27,1,3.6,,2021
Darius Philon,27,LVR,DT,11,2,0,1,1,100.0,0,0.0,0.0,0,79.2,-1.0,-1,1,0,2,0,2,2.0,4,27,0,0.0,,2021
Kentavius Street,25,SFO,DE,17,2,0,0,0,,0,,,0,,,0,0,0,1,3,0,3.0,7,27,2,6.9,,2021
Ndamukong Suh,34,TAM,LDE,17,17,0,1,1,100.0,0,0.0,0.0,0,79.2,-6.0,-6,6,0,6,7,0,6.0,19,27,1,3.6,,2021
Daniel Thomas,23,JAX,S,16,2,0,8,4,50.0,31,7.8,3.9,1,99.5,7.9,23,8,3,0,0,0,0.0,0,27,1,3.6,,2021
Casey Toohill,25,WAS,LDE,16,6,0,3,3,100.0,17,5.7,5.7,0,90.3,1.0,3,14,0,4,4,1,1.0,9,27,2,6.9,,2021
Nick Williams,31,DET,RDE,17,17,0,1,1,100.0,7,7.0,7.0,0,95.8,-5.0,-5,12,0,5,1,1,0.5,7,27,2,6.9,,2021
Clay Johnston,25,2TM,LB,13,1,0,3,2,66.7,30,15.0,10.0,0,99.3,-0.3,-6,36,1,0,0,0,0.0,0,27,2,6.9,,2021
Clay Johnston,25,CAR,LB,6,0,0,1,0,0.0,0,,0.0,0,39.6,5.0,0,0,0,0,0,0,0.0,0,10,1,9.1,,2021
Clay Johnston,25,CIN,LB,7,1,0,2,2,100.0,30,15.0,15.0,0,118.7,-3.0,-6,36,1,0,0,0,0.0,0,17,1,5.6,,2021
Kris Boyd,25,MIN,DB,15,1,0,27,19,70.4,270,14.2,10.0,1,114.7,12.4,196,74,2,0,0,0,0.0,0,26,2,7.1,,2021
Andre Cisco,21,JAX,DB,17,3,0,7,6,85.7,70,11.7,10.0,1,147.9,12.9,48,22,4,0,0,0,0.0,0,26,2,7.1,,2021
Michael Danna,24,KAN,LDE/RDE,17,6,0,6,5,83.3,27,5.4,4.5,0,85.4,-2.3,-11,38,3,4,7,0,3.0,14,26,0,0.0,,2021
Jordan Elliott,24,CLE,DT,16,3,0,1,1,100.0,3,3.0,3.0,0,79.2,-6.0,-6,9,0,2,2,0,0.5,5,26,1,3.7,,2021
Amen Ogbongbemiga,23,LAC,LB,15,2,0,5,4,80.0,41,10.3,8.2,0,100.8,3.2,14,27,4,0,1,0,1.0,2,26,3,10.3,,2021
Duke Riley,27,MIA,LB,16,3,0,13,9,69.2,65,7.2,5.0,0,80.6,3.7,25,40,11,3,0,0,0.0,3,26,2,7.1,,2021
Christian Ringo,29,NOR,DE,14,4,0,0,0,,0,,,0,,,0,0,0,2,3,0,0.0,5,26,3,10.3,,2021
Aaron Robinson,23,NYG,DB,9,2,0,30,19,63.3,204,10.7,6.8,1,94.3,11.1,132,72,6,0,1,0,0.0,1,26,1,3.7,,2021
Benjamin St-Juste,24,WAS,DB,9,3,0,37,24,64.9,344,14.3,9.3,2,112.9,12.7,246,98,0,0,0,0,0.0,0,26,1,3.7,,2021
Chase Young,22,WAS,LDE,9,9,0,2,2,100.0,21,10.5,10.5,0,110.4,0.5,1,20,9,8,3,2,1.5,13,26,0,0.0,,2021
Zaven Collins,22,ARI,DB,17,6,0,14,8,57.1,69,8.6,4.9,1,94.0,5.0,17,52,10,1,0,0,0.0,1,25,2,7.4,,2021
Jarrad Davis,27,NYJ,MLB,9,5,0,12,11,91.7,96,8.7,8.0,1,127.8,3.0,34,62,8,1,0,0,0.0,1,25,5,16.7,,2021
Carl Granderson,25,NOR,DE,15,3,0,3,3,100.0,14,4.7,4.7,1,125.7,-1.7,-5,19,1,7,5,0,3.0,15,25,6,19.4,,2021
Malik Harrison,23,BAL,ROLB,14,5,0,15,11,73.3,111,10.1,7.4,2,133.6,1.7,22,89,6,0,0,0,0.0,0,25,2,7.4,,2021
Akiem Hicks,32,CHI,DE,9,9,0,0,0,,0,,,0,,,0,0,0,2,5,0,3.5,11,25,4,13.8,,2021
Malik Jackson,31,CLE,RDT,16,16,0,0,0,,0,,,0,,,0,0,0,2,6,3,0.5,9,25,6,19.4,,2021
Kevon Seymour,28,BAL,DB,9,2,0,30,24,80.0,279,11.6,9.3,2,127.6,5.8,145,134,3,0,0,0,1.0,1,25,6,19.4,,2021
Melvin Ingram,32,2TM,LDE,15,7,0,7,7,100.0,58,8.3,8.3,0,101.2,3.6,25,33,49,11,8,1,2.0,22,25,4,13.8,,2021
Melvin Ingram,32,PIT,LB,6,1,0,5,5,100.0,51,10.2,10.2,0,109.2,4.4,22,29,19,5,5,1,1.0,11,10,2,16.7,,2021
Melvin Ingram,32,KAN,LDE,9,6,0,2,2,100.0,7,3.5,3.5,0,81.2,1.5,3,4,30,6,3,0,1.0,11,15,2,11.8,,2021
Andrew Adams,29,TAM,DB,14,3,1,10,7,70.0,60,8.6,6.0,1,79.2,11.8,47,13,12,2,1,2,0.0,3,24,2,7.7,,2021
Trey Flowers,28,DET,LOLB,7,7,0,9,8,88.9,95,11.9,10.6,2,150.2,0.4,4,91,3,4,1,0,1.5,7,24,2,7.7,,2021
Sam Franklin,25,CAR,LB,16,0,0,10,6,60.0,113,18.8,11.3,1,132.5,10.7,84,29,6,1,1,0,0.0,2,24,3,11.1,,2021
Jaylinn Hawkins,24,ATL,S,14,4,2,19,11,57.9,190,17.3,10.0,2,87.5,10.7,104,86,8,2,0,0,0.0,2,24,5,17.2,,2021
Christian Jones,30,CHI,LB,17,1,0,3,3,100.0,14,4.7,4.7,0,86.1,2.0,6,8,1,0,0,0,0.0,0,24,1,4.0,,2021
Devon Kennard,30,ARI,LB,15,3,0,3,3,100.0,16,5.3,5.3,0,88.9,1.3,4,12,18,3,2,2,0.0,5,24,4,14.3,,2021
Corey Peters,33,ARI,NT,14,11,0,0,0,,0,,,0,,,0,0,0,2,0,1,0.0,2,24,0,0.0,,2021
Montez Sweat,25,WAS,RDE,10,10,0,1,1,100.0,14,14.0,14.0,0,118.7,10.0,10,4,8,11,8,0,5.0,24,24,3,11.1,,2021
Khyiris Tonga,25,CHI,DT,15,2,0,0,0,,0,,,0,,,0,0,0,0,0,0,0.0,0,24,4,14.3,,2021
Shaun Bradley,24,PHI,LB,15,1,0,5,4,80.0,37,9.3,7.4,0,97.5,5.0,20,17,0,0,0,0,0.0,0,23,2,8.0,,2021
Artie Burns,26,CHI,RCB,11,6,0,26,17,65.4,205,12.1,7.9,2,115.1,12.5,160,45,0,0,0,0,0.0,0,23,1,4.2,,2021
Juston Burris,28,CAR,SS,10,8,1,16,8,50.0,103,12.9,6.4,0,44.5,14.3,73,30,8,1,0,0,0.0,1,23,5,17.9,,2021
T.J. Carrie,31,IND,DB,11,1,0,21,14,66.7,203,14.5,9.7,0,97.9,9.9,115,88,1,0,0,0,0.0,0,23,2,8.0,,2021
DeShon Elliott,24,BAL,FS,6,6,1,15,10,66.7,184,18.4,12.3,2,120.6,10.6,117,67,14,3,2,0,1.0,6,23,5,17.9,,2021
Dennis Gardeck,27,ARI,LB,14,3,0,3,3,100.0,46,15.3,15.3,0,118.7,6.3,19,27,18,2,4,0,0.0,6,23,3,11.5,,2021
Jaleel Johnson,27,HOU,DT,12,0,0,3,3,100.0,7,2.3,2.3,0,79.2,-5.7,-17,24,0,2,1,0,0.0,3,23,4,14.8,,2021
Kingsley Keke,25,GNB,RDE,12,8,0,1,1,100.0,3,3.0,3.0,0,79.2,-2.0,-2,5,0,2,2,3,2.5,7,23,1,4.2,,2021
Shaq Lawson,27,NYJ,RDE,14,7,1,4,3,75.0,32,10.7,8.0,0,58.3,-4.5,-13,45,3,9,2,1,1.0,13,23,2,8.0,,2021
Isaiahh Loudermilk,24,PIT,DT,15,2,0,0,0,,0,,,0,,,0,0,0,0,0,2,1.0,1,23,3,11.5,,2021
Jacob Martin,26,HOU,LDE,17,14,0,1,0,0.0,0,,0.0,0,39.6,-3.0,0,0,9,13,2,3,4.0,19,23,4,14.8,,2021
Blake Martinez,27,NYG,LB,3,3,0,10,10,100.0,47,4.7,4.7,1,119.6,1.1,11,36,8,0,0,0,0.0,0,23,2,8.0,,2021
Siran Neal,27,BUF,DB,17,0,0,6,3,50.0,13,4.3,2.2,0,56.2,2.7,5,8,3,0,0,0,0.0,0,23,1,4.2,,2021
Alex Okafor,30,KAN,DE,17,0,0,1,0,0.0,0,,0.0,0,39.6,1.0,0,0,0,5,6,1,1.5,13,23,1,4.2,,2021
Bradley Roby,29,NOR,DB,14,1,1,40,28,70.0,306,10.9,7.7,1,90.2,7.4,147,159,8,0,2,1,1.0,3,23,4,14.8,,2021
Tedarrell Slaton,24,GNB,DT,17,0,0,1,1,100.0,7,7.0,7.0,0,95.8,4.0,4,3,0,1,0,0,1.0,3,23,2,8.0,,2021
Ambry Thomas,22,SFO,LCB,12,5,1,32,20,62.5,350,17.5,10.9,3,118.0,15.8,273,77,0,0,0,0,0.0,0,23,1,4.2,,2021
Garret Wallow,22,HOU,LB,17,2,0,15,13,86.7,136,10.5,9.1,0,104.4,3.5,47,89,6,0,0,0,1.0,1,23,2,8.0,,2021
Shawn Williams,30,ATL,DB,6,2,0,8,5,62.5,47,9.4,5.9,1,118.2,9.9,17,30,3,0,0,0,0.0,0,23,3,11.5,,2021
Stephen Weatherly,27,2TM,LB,15,1,0,0,0,,0,,,0,,,0,0,2,11,4,0,2.5,18,23,0,0.0,,2021
Stephen Weatherly,27,MIN,LB,6,0,0,0,0,,0,,,0,,,0,0,0,3,0,0,0.0,3,9,0,0.0,,2021
Stephen Weatherly,27,DEN,LB,9,1,0,0,0,,0,,,0,,,0,0,2,8,4,0,2.5,15,14,0,0.0,,2021
Ross Blacklock,23,HOU,DT,14,2,0,3,1,33.3,6,6.0,2.0,0,42.4,-1.7,-4,10,0,7,4,1,2.0,13,22,2,8.3,,2021
Jonathan Bostic,30,WAS,RLB,4,4,0,13,11,84.6,115,10.5,8.8,1,129.2,6.0,58,57,10,0,0,0,0.0,0,22,3,12.0,,2021
Frank Clark,28,KAN,RDE,14,14,0,2,1,50.0,4,4.0,2.0,0,56.2,2.5,0,4,7,11,13,0,4.5,29,22,7,24.1,PB,2021
Eddie Goldman,27,CHI,NT,14,10,0,0,0,,0,,,0,,,0,0,0,3,0,0,0.5,4,22,4,15.4,,2021
J.T. Gray,25,NOR,DB,16,0,0,3,2,66.7,9,4.5,3.0,1,109.7,5.3,1,8,0,0,0,0,0.0,0,22,0,0.0,"PB,AP-1",2021
Justin Hollins,25,LAR,LB,8,2,0,6,6,100.0,38,6.3,6.3,0,93.1,-0.3,-2,40,19,2,0,0,2.0,4,22,0,0.0,,2021
Arden Key,25,SFO,DE,17,0,0,3,2,66.7,-3,-1.5,-1.0,0,70.1,-5.3,-8,5,0,1,10,1,6.5,19,22,2,8.3,,2021
Terrell Lewis,23,LAR,LB,11,4,0,7,6,85.7,45,7.5,6.4,0,93.5,1.6,11,34,27,4,0,1,3.0,7,22,3,12.0,,2021
C.J. Moore,26,DET,DB,17,1,1,12,8,66.7,47,5.9,3.9,0,39.2,5.8,20,27,12,0,1,0,0.0,1,22,2,8.3,,2021
Anthony Nelson,24,TAM,DE,17,2,0,6,4,66.7,28,7.0,4.7,1,116.7,2.7,12,16,16,4,5,0,5.0,14,22,1,4.3,,2021
Nick Niemann,24,LAC,LB,17,0,1,3,1,33.3,8,8.0,2.7,0,2.8,8.7,6,2,1,0,0,0,0.0,0,22,0,0.0,,2021
Jordan Phillips,29,ARI,LDE,9,8,0,2,1,50.0,16,16.0,8.0,0,77.1,6.0,11,5,0,4,1,2,3.0,8,22,2,8.3,,2021
Alton Robinson,23,SEA,DE,16,2,0,3,2,66.7,4,2.0,1.3,0,70.1,-3.0,-10,14,0,6,2,0,1.0,9,22,2,8.3,,2021
Avery Williams,23,ATL,CB,15,1,0,14,11,78.6,112,10.2,8.0,1,123.8,5.9,59,53,6,0,3,1,0.0,3,22,4,15.4,,2021
Olasunkanmi Adeniyi,24,TEN,LB,16,0,0,3,1,33.3,11,11.0,3.7,0,45.1,-3.3,-2,13,1,2,5,1,2.5,10,21,1,4.5,,2021
Terrence Brooks,29,HOU,DB,11,3,0,15,10,66.7,178,17.8,11.9,3,146.7,19.3,158,20,1,0,0,0,0.0,0,21,1,4.5,,2021
Jonathan Bullard,28,ATL,DE,9,4,0,0,0,,0,,,0,,,0,0,0,0,1,1,0.0,1,21,0,0.0,,2021
Bradley Chubb,25,DEN,LOLB,7,7,1,3,1,33.3,17,17.0,5.7,0,13.9,0.0,0,17,5,7,3,0,0.0,10,21,6,22.2,,2021
Marlon Davidson,23,ATL,DE,11,1,1,1,0,0.0,0,,0.0,0,0.0,-5.0,0,0,0,0,0,0,1.0,1,21,1,4.5,,2021
Sheldon Day,27,CLE,DT,7,1,0,0,0,,0,,,0,,,0,0,0,3,0,2,1.0,5,21,1,4.5,,2021
A.J. Green,23,CLE,CB,12,1,1,22,9,40.9,168,18.7,7.6,2,79.4,15.1,91,77,1,0,0,0,0.0,0,21,2,8.7,,2021
Dre Greenlaw,24,SFO,LB,3,2,1,15,10,66.7,63,6.3,4.2,0,47.4,1.5,15,48,4,0,1,0,0.0,1,21,2,8.7,,2021
Travin Howard,25,LAR,LB,12,2,1,6,4,66.7,36,9.0,6.0,0,43.1,4.8,11,25,1,0,0,0,0.0,0,21,0,0.0,,2021
Danny Johnson,26,WAS,DB,12,1,0,32,22,68.8,239,10.9,7.5,2,111.3,7.2,159,80,6,0,0,0,0.0,0,21,1,4.5,,2021
Nick Kwiatkoski,28,LVR,LB,8,0,0,7,6,85.7,92,15.3,13.1,0,118.7,10.6,72,20,2,0,0,0,0.0,0,21,1,4.5,,2021
DeMarcus Lawrence,29,DAL,LDE,7,7,1,3,3,100.0,13,4.3,4.3,1,84.7,-2.7,-8,21,0,6,3,4,3.0,12,21,1,4.5,,2021
Jason McCourty,34,MIA,DB,7,4,0,12,8,66.7,99,12.4,8.3,1,119.8,10.7,77,22,3,0,0,0,0.0,0,21,2,8.7,,2021
Carl Nassib,28,LVR,DE,13,0,0,0,0,,0,,,0,,,0,0,0,2,2,0,1.5,6,21,1,4.5,,2021
Mike Pennel,30,ATL,DT,10,0,0,0,0,,0,,,0,,,0,0,0,2,0,0,0.0,2,21,1,4.5,,2021
Tremon Smith,25,HOU,DB,17,2,0,13,10,76.9,109,10.9,8.4,1,126.8,6.4,58,51,0,1,0,0,0.0,1,21,2,8.7,,2021
Geno Stone,22,BAL,S,15,1,1,14,8,57.1,127,15.9,9.1,0,57.7,14.4,91,36,9,0,1,0,0.0,1,21,3,12.5,,2021
Joejuan Williams,24,NWE,DB,12,1,0,18,10,55.6,129,12.9,7.2,1,96.8,11.8,86,43,3,1,0,0,0.0,1,21,0,0.0,,2021
Troy Dye,25,MIN,LB,17,1,0,2,1,50.0,27,27.0,13.5,0,95.8,9.5,12,15,1,0,0,0,0.0,0,20,1,4.8,,2021
Marquis Haynes,28,CAR,LB,17,0,0,3,2,66.7,12,6.0,4.0,0,74.3,4.0,11,1,2,3,2,1,3.0,8,20,1,4.8,,2021
Jordan Jenkins,27,HOU,LB,11,0,0,2,2,100.0,14,7.0,7.0,1,135.4,-0.5,-1,15,0,4,2,0,2.5,9,20,0,0.0,,2021
Jonathan Jones,28,NWE,DB,6,1,1,34,22,64.7,275,12.5,8.1,1,87.3,9.4,154,121,0,0,0,0,0.0,0,20,1,4.8,,2021
Trayvon Mullen,24,LVR,LCB,5,5,1,24,15,62.5,193,12.9,8.0,1,84.2,17.1,146,47,1,0,0,0,0.0,0,20,2,9.1,,2021
Michael Pierce,29,MIN,LDT,8,8,0,2,0,0.0,0,,0.0,0,39.6,2.0,0,0,0,3,1,0,3.0,7,20,3,13.0,,2021
Hassan Ridgeway,27,PHI,DT,17,1,0,2,2,100.0,7,3.5,3.5,0,81.2,-6.0,-12,19,0,3,3,0,2.0,8,20,1,4.8,,2021
Carl Davis,29,NWE,DT,17,4,0,1,1,100.0,8,8.0,8.0,0,100.0,-1.0,-1,9,0,1,0,0,1.0,2,19,1,5.0,,2021
Leki Fotu,23,ARI,DT,17,3,0,0,0,,0,,,0,,,0,0,0,1,0,3,0.0,1,19,2,9.5,,2021
Jonathan Garvin,22,GNB,DE,16,1,0,5,4,80.0,17,4.3,3.4,0,80.8,-0.8,-9,26,32,5,4,0,1.5,11,19,1,5.0,,2021
Randy Gregory,29,DAL,RDE,12,11,1,1,1,100.0,7,7.0,7.0,0,56.2,-3.0,-3,10,12,12,11,1,6.0,29,19,4,17.4,,2021
Micah Kiser,26,DEN,LB,10,2,0,1,1,100.0,3,3.0,3.0,0,79.2,-3.0,-3,6,3,1,0,0,0.0,1,19,2,9.5,,2021
Khalil Mack,30,CHI,ROLB,7,7,0,1,1,100.0,3,3.0,3.0,0,79.2,-3.0,-3,6,12,2,1,0,6.0,9,19,0,0.0,,2021
Trey Marshall,25,LAC,DB,14,1,0,5,4,80.0,91,22.8,18.2,0,118.7,9.6,27,64,0,0,0,0,0.0,0,19,4,17.4,,2021
Tyler Matakevich,29,BUF,LB,17,0,1,5,5,100.0,30,6.0,6.0,0,52.1,5.4,23,7,1,0,0,0,0.0,0,19,1,5.0,,2021
